Project ID,Class,Requirement
466,Functionality,'The App respond to the interrupt and display notifications and trigger the alarm'
466,Functionality,'The User selects the view reminder option'
466,Functionality,'The App displays all set reminders'
466,Functionality,' The user clicks on delete and update reminders'
466,Functionality,'The system would store the sound as a mono sound channel in wav files of 3-5 sec duration.'
466,Functionality,"'If the communication with the server failed, then display the no response dialog '"
466,Functionality,'The App then displays classified sounds to the user through LED lights.'
466,Functionality,"'If the communication with the server failed, then display the no response dialog' "
467,Functionality,"'After the face is recognized, the system will check if the person is staff, faculty or a student.'"
467,Functionality,"'The system will detect if student is sleeping or not, in case of sleeping the system will mark him/her absent during that specific time.'"
467,Functionality,'The system will be able to detect whether a student in smoking or not. If smoking the system will generate a warning to notify the authorities and will impose a fine on the student.'
467,Functionality,'The system will be able to analyze some activities of crowd. '
467,Functionality,'The system will be able to count number of faces detected in a camera footage. '
467,Functionality,'Face detected in specific camera dedicated to restricted area will be marked as violation of rule'
467,Functionality,'The system will track where the crowd is located by keeping the record of how many people are in specific area'
467,Functionality,'The user interface encircles the face with red circle.'
467,Functionality,"'If the records are not match, server sends É??Not MatchedÉ?ù'"
467,Functionality,'User interface encircles the face and labels the face with the output name.'
467,Functionality,"'If the records match, the output is sent to the user interface.'"
467,Functionality,'This indicates that the person is not registered in the database.'
467,Functionality,'The detected face is matched with the database.'
467,Functionality,"'If there is a face, server detects it.'"
467,Functionality,'Server continuously monitors the video and detects the faces'
467,Functionality,'The camera continuously records the video and sends to the server.'
468,Functionality,'will detect your hands and on the basis of hand gestures it will perform all the mouse functionalities'
468,Functionality,' A user should be able to download the desktop application through either an application store or similar service on the system. '
468,Functionality,"' Given that a user opens the application, then the first page that is shown should be to select the webcam option. '"
468,Functionality,'First requirement is that user should position himself in front of webcam so that it should be clearly detected by camera then will raise his hand to perform cursor functions. '
468,Functionality,'Single-shot detector model is used for detecting and recognizing a hand or palm in real time. '
468,Functionality,'As soon as the user shows up his hand in the camera the application detects it & draws a bounding box around the hand. '
468,Functionality,"'If all the fingers are up with tip IdÉ??=É??4, 8, 12, 16, and 20, the computer is made to not perform any mouse events in the screen,'"
468,Functionality,'If the distance between index fingertip with id=8 and the middle finger with id=12 is 0 with all other fingers closed.'
468,Functionality,'If both the index finger with tip IdÉ??=É??8 and the middle finger with tip IdÉ??=É??12 are up and the distance between the two fingers tips (id=8 and id=12) is zero and if the two fingers are moved down the page'
468,Functionality,"' the computer is made to perform the scroll up mouse function,'"
469,Functionality,'The application design is built on the idea to provide a virtual colored overlay on mobile devices replicating physical ones already in existence'
469,Functionality,'The system detect fake content in text or audio. ' 
469,Functionality,'The system detect any toxic content in text and audio.'
469,Functionality,"'Voice Cloning to create a clone of an individualÉ??s specific, unique voice.'"
469,Functionality,"'Main Screen opens and contains a logo, a Navbar and a É??NEXTÉ?? button that leads to next Page/Screen. '"
469,Functionality,"'Three options are provided here which are the Main features of our App i.e Fake Content Detection ,Toxic Content Detection,Voice Cloning '"
469,Functionality,'Input as Text-where user will able to give input as text.'
469,Functionality,'User will be able to provide the recording as input '
469,Functionality,'User will be asked for the permission to record voice first'
469,Functionality,"' On First Selecting the Option É??VoiceÉ?ù, the recording will start. Pressing it again will stop the recording and the text will appear on the TextView'"
469,Functionality,'User will be able to upload Text File as input'
469,Functionality,"'Once the text appears on the TextView, rest of the steps will be followed as in case-1. '"
469,Functionality,'Text from the .txt file will appear on the TextView as soon as you select the file.'
469,Functionality,"'Once the Permission is Granted, clicking on É??UploadÉ?ù Button will lead to the storage files where user will be able to select .txt file.'"
469,Functionality,"'User has to provide either of two inputs i.e Audio Recording and Text to be Cloned , Audio File and Text to be Cloned '"
469,Functionality,"'If Recording is Empty,If Text is not Entered, a pop-up will be generated '"
469,Functionality,"'. On Selecting Option, É??FAKE CONTENT DETECTIONÉ?ù, user will be directed to Screen'"
470,Functionality,'The system first checks whether the user is one that is allowed to use the system and then it checks which class of users it belongs to'
470,Functionality,'The PO initiates the crime case into the system and assigns it to a FR and a FI.'
470,Functionality,'The list of employees containing stationed FRs and FIs can be edited and updated by the PO.'
470,Functionality,'The images taken by FR are fed into the system and the system automatically generates a list of evidences present in the photos and stores the list'
470,Functionality,'Details of the evidences investigated by the FIs are entered into the system by the FIs'
470,Functionality,'The CoC is maintained by the PO that hands over the evidence to the holder and feeds the credentials of the evidence holder in the case details.'
470,Functionality,'There are explanations of the user followed by the interactions the user(s) shall be able to make with the software.'
470,Functionality,'Authentication and Authorization of User is the first function of the system as it will load.'
470,Functionality,' Entry of crime cases using FIR No. is the functionality included in the police stationÉ??s interface'
470,Functionality,'Update List of Employees function is visible to the police stations to provide the system with the list of the FRs and FIs stationed there. '
470,Functionality,"'Maintenance of CoC (Chain of Custody) function involves the secure storage of information of evidence holders such as CNIC, name and signatures etc'"
470,Functionality,'Automated Evidence storage in the system function involves the automation of extraction of information from images taken at the crime scene'
470,Functionality,'Entry of forensic evidence information function involves the secure storage of information of evidence such as DNA tests and fingerprints from the crime scene.'
470,Functionality,'FIÉ??s interface should be displayed'
470,Functionality,"'If searched case number does not exist, Display É??Not FoundÉ??'"
470,Functionality,"'When clicked, the user should be able to add information'"
470,Functionality,"'On clicking OK button, the information should be stored on the block-chain'"
470,Functionality,'The information is to be displayed to all users'
471,Functionality,'The system will provide an interface where users will be able to draw their sketches.'
471,Functionality,'The system should generate a variation of photorealistic images from the provided sketch.'
471,Functionality,'The extended scope enlists all the FRs that if time permits will also be added into the project'
471,Functionality,'Users can resubmit the generated image with a label to change the style or orientation of the image to their liking.'
471,Functionality,'Users can upscale the generated image.'
471,Functionality,'Users can generate an extended image which will add some more surroundings to the generated image.'
471,Functionality,'Developers can embed our engine in their applications using our SDK which will be in the form of a package or module. '
471,Functionality,'Users can also generate an image without creating a sketch by just a label or voice input which will be first converted into a label. '
472,Functionality,'Login credentials are valid Dashboard will display to user '
472,Functionality,'Authenticated user is redirected to the main interface. '
472,Functionality,"' If user credentials are invalid, the error message is displayed on the screen. '"
472,Functionality,'Generated payload can be transferred to any victim to make it vulnerable.'
472,Functionality,'Attacker should be able to access the network remotely through deployed trojan.'
472,Functionality,'Using the payload generated through RAS the attacker can exploit the entire network to monitor the network traffic and control it to modify the packets moving through it.'
472,Functionality,'Attacker takes control of the network and can exploit any device connected to the network.'
472,Functionality,'The main purpose of using RAS is to make endusers vulnerable and extract information out of their devices in order to explicitly use it for own purpose or to spy to eliminate threats'
472,Functionality,'User becomes vulnerable and all the data of user is easily accessible to the attacker and attacker can monitor the userÉ??s every activity.'
472,Functionality,'The app enables users to view and send messages from the target device without physical access to the device.'
472,Functionality,'Users can remotely view and manage the contact list of the target device.'
472,Functionality," The app supports insertion point encoding, allowing users to obfuscate their payloads to avoid detection.'"
472,Functionality,Run multiple patches on a single device  Users can run multiple patches on a single device to perform various operations simultaneously.'
472,Functionality,'Transmit data securely from and to the device over the network
472,Functionality,' Notifications hidden from the phoneÉ??s notification bar
472,Functionality,'Capable of controlling program configurations
472,Functionality,'Name of the package can be changed to anything
473,Functionality,'the system Check and balance of traffic.'
473,Functionality,'To read the tag and track vehicle through electromagnetic waves and send information to ESP32 in Arduino IDE'
473,Functionality,'he system initializes the RFID reader by setting up the appropriate pins and baud rate'
473,Functionality,'Then Arduino IDE waits for the reader to detect the RFID tag.'
473,Functionality,'the readers are used to storing IDs of RFID tags then they help manage the login and logout of users from SLS through real time firebase database.'
473,Functionality,"'In the system that is implemented, the firebase database is being used as Backend and helps in retrieving and storing the data.'"
473,Functionality, 'Reader reads the tag through RF communication protocol and sends the information to ESP32 interface'
473,Functionality,'ESP32 checks through the database connected to it and available to the administrator'
473,Functionality,"'The database starts searching for the required information, whether it matches with the sent information or not.'"
473,Functionality,'The system shall be able to increment the Vehicle Count once a vehicle enters the designated area through the toll plaza '
473,Functionality,'The system shall be able to read the information on the tag through the reader using RF communication.'
473,Functionality, 'The system shall be able to lift the barricade (servomotor) once an authorized vehicle tries to enter the designated area.'
473,Functionality, 'The system shall not allow any unauthorized vehicle to enter the designated area.'
,,
,,
,,
 ,,
