Project ID,Class,Requirement
467,FR,'The detected face is matched with the database.'
467,FR,"'If there is a face, server detects it.'"
467,FR,'Server continuously monitors the video and detects the faces'
467,FR,'The camera continuously records the video and sends to the server.'
468,FR,'will detect your hands and on the basis of hand gestures it will perform all the mouse functionalities'
468,FR,' A user should be able to download the desktop application through either an application store or similar service on the system. '
468,FR,"' Given that a user opens the application, then the first page that is shown should be to select the webcam option. '"
468,FR,'First requirement is that user should position himself in front of webcam so that it should be clearly detected by camera then will raise his hand to perform cursor functions. '
468,FR,'Single-shot detector model is used for detecting and recognizing a hand or palm in real time. '
468,FR,'As soon as the user shows up his hand in the camera the application detects it & draws a bounding box around the hand. '
468,FR,"'If all the fingers are up with tip Id??=??4, 8, 12, 16, and 20, the computer is made to not perform any mouse events in the screen,'"
468,FR,'If the distance between index fingertip with id=8 and the middle finger with id=12 is 0 with all other fingers closed.'
468,FR,'If both the index finger with tip Id??=??8 and the middle finger with tip Id??=??12 are up and the distance between the two fingers tips (id=8 and id=12) is zero and if the two fingers are moved down the page'
468,FR,"' the computer is made to perform the scroll up mouse function,'"
469,FR,'The application design is built on the idea to provide a virtual colored overlay on mobile devices replicating physical ones already in existence'
469,FR,'The system detect fake content in text or audio. ' 
469,FR,'The system detect any toxic content in text and audio.'
469,FR,"'Voice Cloning to create a clone of an individual??s specific, unique voice.'"
469,FR,"'Main Screen opens and contains a logo, a Navbar and a ??NEXT?? button that leads to next Page/Screen. '"
469,FR,"'Three options are provided here which are the Main features of our App i.e Fake Content Detection ,Toxic Content Detection,Voice Cloning '"
469,FR,'Input as Text-where user will able to give input as text.'
469,FR,'User will be able to provide the recording as input '
469,FR,'User will be asked for the permission to record voice first'
469,FR,"' On First Selecting the Option ??Voice?, the recording will start. Pressing it again will stop the recording and the text will appear on the TextView'"
469,FR,'User will be able to upload Text File as input'
469,FR,"'Once the text appears on the TextView, rest of the steps will be followed as in case-1. '"
469,FR,'Text from the .txt file will appear on the TextView as soon as you select the file.'
469,FR,"'Once the Permission is Granted, clicking on ??Upload? Button will lead to the storage files where user will be able to select .txt file.'"
469,FR,"'User has to provide either of two inputs i.e Audio Recording and Text to be Cloned , Audio File and Text to be Cloned '"
469,FR,"'If Recording is Empty,If Text is not Entered, a pop-up will be generated '"
469,FR,"'. On Selecting Option, ??FAKE CONTENT DETECTION?, user will be directed to Screen'"
470,FR,'The system first checks whether the user is one that is allowed to use the system and then it checks which class of users it belongs to'
470,FR,'The PO initiates the crime case into the system and assigns it to a FR and a FI.'
470,FR,'The list of employees containing stationed FRs and FIs can be edited and updated by the PO.'
470,FR,'The images taken by FR are fed into the system and the system automatically generates a list of evidences present in the photos and stores the list'
470,FR,'Details of the evidences investigated by the FIs are entered into the system by the FIs'
470,FR,'The CoC is maintained by the PO that hands over the evidence to the holder and feeds the credentials of the evidence holder in the case details.'
470,FR,'There are explanations of the user followed by the interactions the user(s) shall be able to make with the software.'
470,FR,'Authentication and Authorization of User is the first function of the system as it will load.'
470,FR,' Entry of crime cases using FIR No. is the functionality included in the police station??s interface'
470,FR,'Update List of Employees function is visible to the police stations to provide the system with the list of the FRs and FIs stationed there. '
470,FR,"'Maintenance of CoC (Chain of Custody) function involves the secure storage of information of evidence holders such as CNIC, name and signatures etc'"
470,FR,'Automated Evidence storage in the system function involves the automation of extraction of information from images taken at the crime scene'
470,FR,'Entry of forensic evidence information function involves the secure storage of information of evidence such as DNA tests and fingerprints from the crime scene.'
470,FR,'FI??s interface should be displayed'
470,FR,"'If searched case number does not exist, Display ??Not Found??'"
470,FR,"'When clicked, the user should be able to add information'"
470,FR,"'On clicking OK button, the information should be stored on the block-chain'"
470,FR,'The information is to be displayed to all users'
471,FR,'The system will provide an interface where users will be able to draw their sketches.'
471,FR,'The system should generate a variation of photorealistic images from the provided sketch.'
471,FR,'The extended scope enlists all the FRs that if time permits will also be added into the project'
471,FR,'Users can resubmit the generated image with a label to change the style or orientation of the image to their liking.'
471,FR,'Users can upscale the generated image.'
471,FR,'Users can generate an extended image which will add some more surroundings to the generated image.'
471,FR,'Developers can embed our engine in their applications using our SDK which will be in the form of a package or module. '
471,FR,'Users can also generate an image without creating a sketch by just a label or voice input which will be first converted into a label. '
472,FR,'Login credentials are valid Dashboard will display to user '
472,FR,'Authenticated user is redirected to the main interface. '
472,FR,"' If user credentials are invalid, the error message is displayed on the screen. '"
472,FR,'Generated payload can be transferred to any victim to make it vulnerable.'
472,FR,'Attacker should be able to access the network remotely through deployed trojan.'
472,FR,'Using the payload generated through RAS the attacker can exploit the entire network to monitor the network traffic and control it to modify the packets moving through it.'
472,FR,'Attacker takes control of the network and can exploit any device connected to the network.'
472,FR,'The main purpose of using RAS is to make endusers vulnerable and extract information out of their devices in order to explicitly use it for own purpose or to spy to eliminate threats'
472,FR,'User becomes vulnerable and all the data of user is easily accessible to the attacker and attacker can monitor the user??s every activity.'
472,FR,'The app enables users to view and send messages from the target device without physical access to the device.'
472,FR,'Users can remotely view and manage the contact list of the target device.'
472,FR," The app supports insertion point encoding, allowing users to obfuscate their payloads to avoid detection.'"
472,FR,Run multiple patches on a single device  Users can run multiple patches on a single device to perform various operations simultaneously.'
472,FR,'Transmit data securely from and to the device over the network
472,FR,' Notifications hidden from the phone??s notification bar
472,FR,'Capable of controlling program configurations
472,FR,'Name of the package can be changed to anything
473,FR,'the system Check and balance of traffic.'
473,FR,'To read the tag and track vehicle through electromagnetic waves and send information to ESP32 in Arduino IDE'
473,FR,'he system initializes the RFID reader by setting up the appropriate pins and baud rate'
473,FR,'Then Arduino IDE waits for the reader to detect the RFID tag.'
473,FR,'the readers are used to storing IDs of RFID tags then they help manage the login and logout of users from SLS through real time firebase database.'
473,FR,"'In the system that is implemented, the firebase database is being used as Backend and helps in retrieving and storing the data.'"
473,FR, 'Reader reads the tag through RF communication protocol and sends the information to ESP32 interface'
473,FR,'ESP32 checks through the database connected to it and available to the administrator'
473,FR,"'The database starts searching for the required information, whether it matches with the sent information or not.'"
473,FR,'The system shall be able to increment the Vehicle Count once a vehicle enters the designated area through the toll plaza '
473,FR,'The system shall be able to read the information on the tag through the reader using RF communication.'
473,FR, 'The system shall be able to lift the barricade (servomotor) once an authorized vehicle tries to enter the designated area.'
473,FR, 'The system shall not allow any unauthorized vehicle to enter the designated area.'
